m,bl,dsp,cva,ad,did,rev
2025-11-01,Open Auction - BFM,Media Pulse,—,Rogers iCTV,,0.0
2026-02-01,DSP Marketplace - BFM,Samsung DSP,Beachfront Deal Curation,SamsungAds Efficiency Line,314668390400,19042.36
2025-09-01,Open Auction - BFM,SimpliFi,—,SimpliFi - Seedtag,,1733.95
2025-07-01,DSP Marketplace - BFM,4INFO,—,Cadent_OutsideTV_PMP,524219392199,0.0
2025-11-01,DSP Marketplace - BFM,Amobee,—,Amobee Deal - CTV (Politics Allowed),BFM017,0.0
2025-06-01,DSP Marketplace - BFM,MadHive,BFM Internal,MadHive - CTV - Pluto Bundle Override (Price Targeted),MH32,24674.96
2025-06-01,Select - BFM,Yahoo DSP,Audigent,PMG & Beachfront - SDEAL-21051 - PMG - PMG - PMG - ctv SmartPMP - Aggregated FICO Score 640 or more – Equifax US,Audig1762,451.72
2025-06-01,DSP Marketplace - BFM,Epsilon (Conversant),Beachfront Deal Curation,NBA - CTV - Contextual -  Tentpole Deal - Conversant,Beach130,25.69
2026-01-01,Open Auction - BFM,—,—,TTD Deal - In Market SUV Subaru - CTV,,0.0
2026-05-01,DSP Marketplace - BFM,Yahoo DSP,Beachfront Deal Curation,Yahoo - Seedtag Q1 Tentpole - Winter Olympics - Contextual CTV,Beach225,0.0
2025-05-01,DSP Marketplace - BFM,TheTradeDesk,—,TTD Deal - Bully Pulpit - CTV Cannabis Approved,133914955,1.7
2025-10-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Migration,Basis - CTV - Political Local News,BFM109,1470.14
2025-12-01,Open Auction - BFM,Yahoo DSP,—,Yahoo - CTV - Open Auction,,18819.26
2025-10-01,Select - BFM,Viant,Plex,Plex_Adelphic_$22,Plex2,55.46
2026-02-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Curation,Basis Deal - CTV (P)-SPF,430109082311,2317.47
2026-02-01,DSP Marketplace - BFM,TheTradeDesk,BFM Internal,TTD Deal - CTV - MiQ Fubo Extension,770425332965,336.14
2026-01-01,Open Auction - BFM,Adform,—,Bidswitch - MW [Display],,0.0
2025-06-01,Open Auction - BFM,Adform,—,Bidswitch - APP Display,,0.0
2026-01-01,Open Auction - BFM,Webeye,—,Bidswitch - APP,,0.01
2026-04-01,DSP Marketplace - BFM,MadHive,BFM Internal,MadHive Deal - CTV - Frndly - With Content Data,492043061198,0.0
2025-06-01,Select - BFM,TheTradeDesk,IRIS,GumGum - GMMB - Brand Safe CTV_BFM,IRIS00114,6.58
2025-09-01,Select - BFM,Lift,Infillion Demand,Pulte RON - Display 2,InfPulteRON2,0.0
2026-04-01,Open Auction - BFM,Streamworx Lda.,—,Bidswitch - Seedtag,,0.0
2025-01-01,DSP Marketplace - BFM,Epsilon (Conversant),—,Conversant Deal - CTV - RON,255653458214,162.66
2025-01-01,DSP Marketplace - BFM,StackAdapt,—,StackAdapt Deal - CTV - CNN Newsource,122820292944,52.07
2025-06-01,DSP Marketplace - BFM,StackAdapt,—,StackAdapt Deal - App - 70%+ VCR,950191416301,1319.12
2025-02-01,Open Auction - BFM,Viant,—,Viant Deal - Display - Dominican Republic (copy),,0.0
2025-02-01,Select - BFM,Yahoo DSP,Camelot,Carls - IRIS - Yahoo - Food,BFIRISCARLSYAHOOFOOD,734.7
2025-09-01,DSP Marketplace - BFM,JamLoop OpenRTB,—,JamLoop Deal - CTV - Fubo - $14,698777800950,162.83
2026-01-01,DSP Marketplace - BFM,Octillion,Beachfront Deal Migration,Octillion Deal - CTV - Fubo,747279147179,133.45
2025-02-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Migration,Basis - CTV - Political First Look,BFM108,10.33
2025-03-01,DSP Marketplace - BFM,JamLoop OpenRTB,BFM Internal,Jamloop Deal - CTV - Frndly - Hallmark - Adjust,205969889099,0.18
2025-07-01,DSP Marketplace - BFM,Beeswax,Beachfront Deal Migration,Beeswax Deal - CTV - Datafy - Women - Audience Targeted,976376076662,822.4
2025-05-01,Open Auction - BFM,Seedtag,—,Seedtag - Open Auction - CTV,,1922.29
2025-06-01,DSP Marketplace - BFM,SimpliFi,Beachfront Deal Curation,SimpliFi Deal - Gearheads CTV - Contextual,248292939179,1.97
2026-03-01,DSP Marketplace - BFM,Viant,—,Viant Deal - CTV - Travel,BFM056,127.23
2025-12-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Curation,SamsungAds Efficiency Line,314668390400,0.0
2026-02-01,DSP Marketplace - BFM,MadHive,Beachfront Deal Curation,Madhive Deal - CTV - Spanish Language Targeting,339126935910,369.88
2026-02-01,DSP Marketplace - BFM,SmartyAds,Beachfront Deal Curation,SmartyAds Bravo Deals - CTV,Beach206,0.03
2025-02-01,DSP Marketplace - BFM,Viant,Beachfront Deal Curation,Viant Deal - CTV - Plex 1:1 Always On,772180040131,1362.54
2026-01-01,Select - BFM,TheTradeDesk,IRIS,GumGum - CrossMedia Nascar 2025 - Sports CTV_BFM,IRIS00303,0.0
2025-02-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Curation,Bidswitch Deal - CTV - Halloween (Deal Library),BFM031,1.26
2025-08-01,Select - BFM,Viant,Audigent,Audigent & Beachfront - AUD-066527 - Optimum Media - Multiple Brands - CTV ContextualPMP - English Language Sports US - ctv,Audig1778,0.0
2025-07-01,Open Auction - BFM,SimpliFi,—,SimpliFi - Web (1st Price),,4470.69
2025-07-01,DSP Marketplace - BFM,TheTradeDesk,—,TTD Deal - CTV - MIQ - Xumo,874926978525,3.73
2025-10-01,Open Auction - BFM,Beeswax,—,Beeswax UR Improvement Tier 3 (Low UR),,724.88
2025-06-01,Open Auction - BFM,Unruly,—,Unruly CTV Video,,0.0
2025-06-01,DSP Marketplace - BFM,4INFO,—,Cadent_DIRECTV_PMP,891134562095,0.0
2025-06-01,DSP Marketplace - BFM,SimpliFi,—,Simplifi Deal - App/Web (Cannabis) [Display],403635039516,0.0
2025-08-01,DSP Marketplace - BFM,JamLoop OpenRTB,—,JamLoop Deal - CTV - Non-Premium Sports - Ottera,345661773933,0.06
2026-05-01,DSP Marketplace - BFM,Stirista,Beachfront Deal Curation,Stirista Deal - DV - CTV RON,298578719382,346.65
2025-06-01,DSP Marketplace - BFM,JamLoop OpenRTB,BFM Internal,Jamloop Deal - CTV - Network-Override-NBC,JL001,1576.95
2025-08-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Dick's Sporting Goods Visitors - Banner,Quoru40,0.0
2025-08-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Curation,StackAdapt_Standard Inventory Packages_Beachfront_2025_LDA Approved,Beach170,3.6
2025-12-01,Select - BFM,Viant,IRIS,IRIS.TV - Viant - IRIS-enabled CTV_BFM,IRIS00320,1737.11
2025-06-01,Open Auction - BFM,Adtheorent,—,0,,0.0
2026-04-01,Open Auction - BFM,Walmart,—,TTD - Desktop [Display],,27.67
2026-04-01,Open Auction - BFM,OTT Advisors (Demand),—,OTT Advisors Deal - DT - Live Sports (Washington DC),,0.0
2025-02-01,Open Auction - BFM,Adform,—,Bidswitch - APP Display,,0.0
2026-03-01,DSP Marketplace - BFM,Octillion,Beachfront Deal Migration,Octillion Deal - CTV - Philo,747279147181,42.29
2025-09-01,DSP Marketplace - BFM,4INFO,—,Cadent_BBC_PMP,811267808163,0.0
2025-09-01,DSP Marketplace - BFM,4INFO,—,Cadent_VICE_PMP_Testv2,481740947959,0.0
2026-02-01,DSP Marketplace - BFM,Epsilon (Conversant),Beachfront Deal Curation,Conversant - Seedtag Q1 Tentpole - Winter Olympics - Contextual CTV,Beach216,6.21
2025-10-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Curation,Basis Deal - CTV - Warner Bros Channels & Networks,742050964622,4.89
2026-06-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Curation,Seedtag NeuroX | Always-On | Active Aging & Senior Wellness Experts - Connected TV,STNXCTV039,0.0
2026-06-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Curation,Seedtag NeuroX | Always-On | Health & Wellness Seekers - Connected TV,STNXCTV026,0.0
2025-12-01,Select - BFM,AdElement,Quorum,Quorum > Halloween Shoppers > Physical Visitors,Quoru196,0.0
2025-11-01,DSP Marketplace - BFM,—,Beachfront Deal Curation,0,"983264025678, Beach110",0.0
2025-11-01,Open Auction - BFM,Adform,—,Bidswitch - CTV - 1st Price,,0.0
2025-01-01,Open Auction - BFM,IQM,—,IQM - Web Video - Open Auction,,58.69
2025-01-01,DSP Marketplace - BFM,JamLoop OpenRTB,—,JamLoop Deal - CTV - Local News - Transparent Bundles,137695710557,19200.96
2025-01-01,DSP Marketplace - BFM,Viant,—,Viant Deal - Desktop/MW (Video Spanish),347168599627,47.14
2025-01-01,Open Auction - BFM,4INFO,—,4INFO Deal - CTV (Indirect T2 - VH1),,0.0
2025-01-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Curation,Bidswitch Deal CTV - (Roku DSP Local News) - SPF,491658497313,82.87
2025-01-01,Open Auction - BFM,Viant,—,Viant Deal - CTV  - Spanish Language Sports,,0.0
2025-01-01,Select - BFM,Xandr,Audigent,SIM-723Stailamedia & Beachfront - SDEAL-001447 - Stailamedia - Video SmartPMP - Online Video Austria – Mediahead 1113 Xandr AT - A1727784775884069 - Xandr,Audig1724,0.0
2026-03-01,DSP Marketplace - BFM,JamLoop OpenRTB,—,JamLoop Deal - CTV OLV - All Spanish / Hispanic,048375798890,3688.3
2026-04-01,DSP Marketplace - BFM,Yahoo DSP,Beachfront Deal Migration,Yahoo Deal - CTV - Politics Allowed,BFM017,1519.74
2025-03-01,DSP Marketplace - BFM,MadHive,—,MadHive Deal - CTV Cannabis Approved,BFM016,32.91
2025-07-01,Open Auction - BFM,Epsilon (Conversant),—,Conversant Vizio CTV (203828),,697.99
2025-03-01,DSP Marketplace - BFM,JamLoop OpenRTB,BFM Internal,Jamloop Deal - CTV - Frndly - LifetimeMovie - Adjust,205969889099,0.03
2025-07-01,DSP Marketplace - BFM,TheTradeDesk,—,TTD Deal - Walmart - Premium CTV,785432338,0.0
2025-03-01,DSP Marketplace - BFM,Viant,Beachfront Deal Curation,Viant Deal - Walter County Tourism (Bundles),196835969212,309.19
2025-07-01,DSP Marketplace - BFM,SimpliFi,—,SimpliFi Deal - CTV  (News),917135480820,3.58
2025-02-01,DSP Marketplace - BFM,TheTradeDesk,—,TTD Deal - CTV - Lockard & Wechsler - $7 PP,356251814318,274.14
2025-06-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Curation,StackAdapt_Standard Inventory Packages_Beachfront_2025_Travel,Beach156,0.0
2026-01-01,Open Auction - BFM,Walmart,—,TTD - APP,,191.67
2025-04-01,DSP Marketplace - BFM,4INFO,—,Cadent_Golf Channel_PMP_Test,6535678968,0.0
2026-05-01,Open Auction - BFM,SmartClip,—,Philips_SC_Germany,,0.0
2026-05-01,DSP Marketplace - BFM,JamLoop OpenRTB,BFM Internal,Jamloop Deal - CTV - Network-Override-NBC,JL001,39.46
2025-06-01,Open Auction - BFM,TheTradeDesk,—,TTD - MW - 1st Price (HB),,1342.29
2025-09-01,DSP Marketplace - BFM,Beeswax,—,Beeswax Deal - CTV - Sensitive (Non-Cannabis),343539490451,1696.33
2025-11-01,DSP Marketplace - BFM,TheTradeDesk,Beachfront Deal Migration,TTD Deal - MiQ - CA CTV (RON),662507672500,0.0
2025-07-01,DSP Marketplace - BFM,IQM,BFM Internal,IQM - CTV - AMC Network - Channel - Adjusted - Politics Allowed,IQM002,0.43
2026-06-01,DSP Marketplace - BFM,Octillion,Beachfront Deal Migration,Octillion Deal - CTV - Newsy,376929459164,4.41
2025-03-01,DSP Marketplace - BFM,Bidswitch,—,T-Ads_CTV_Beachfront_Univision_$9,401249711505,0.0
2025-02-01,Open Auction - BFM,Adtheorent,—,Ad Theorent - Desktop/MW Display,,16184.31
2025-02-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Curation,Bidswitch Deal - CTV - Channel Package - BET (Bundles),961357196667,10.71
2025-02-01,DSP Marketplace - BFM,Bidswitch,—,T-Ads_CTV_Beachfront_Scripps_$17.50,518341036129,43.58
2025-09-01,Select - BFM,TheTradeDesk,IRIS,IRIS.TV - Q11 - West Coast College - Nursing Contextual CTV_BFM,IRIS00361,63.83
2025-02-01,Open Auction - BFM,4INFO,—,4INFO Deal - CTV - T1 Indirect - (TLC),,0.0
2025-10-01,DSP Marketplace - BFM,Beeswax,—,Beeswax Deal - CTV - Datafy - Minority Owned,976376076665,0.0
2025-10-01,DSP Marketplace - BFM,Beeswax,Beachfront Deal Curation,Beeswax Deal - CTV - Univision Demand - Political,601346667710,545.78
2025-07-01,Select - BFM,TheTradeDesk,IRIS,IRIS.TV - Q11 - West Coast College - Nursing Contextual CTV_BFM,IRIS00361,711.0
2025-05-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Curation,Basis Deal - OTT - Skechers 2025 - Women 45+ - Reality,767012029105,159.88
2025-05-01,DSP Marketplace - BFM,4INFO,—,Cadent_NBC_Local(Broadcast)_PMP,921111738474,0.0
2025-06-01,DSP Marketplace - BFM,JamLoop OpenRTB,BFM Internal,Jamloop Deal - CTV - Frndly - GACFamily - Adjust,205969889099,0.0
2025-05-01,Open Auction - BFM,Beeswax,—,0,,0.0
2026-03-01,Open Auction - BFM,Amazon DSP,—,Bidswitch - Desktop [Display],,0.0
2025-03-01,Open Auction - BFM,4INFO,—,4INFO Deal - CTV - DEI,,0.0
2025-10-01,Select - BFM,Viant,Quorum,Quorum Optimized > Viant > High Index Zips - Macy's Visitors - Banner,Quoru176,3.57
2025-04-01,Select - BFM,Yahoo DSP,Camelot,PMG - Pub Targeting,PMGPub,116.78
2026-04-01,Select - BFM,TheTradeDesk,IRIS,IRIS.TV - Q11 - West Coast College - Graduates Contextual CTV_BFM,IRIS00360,4240.63
2025-10-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Migration,Basis Deal - Politics Allowed CTV,BFM017,2606.78
2025-02-01,DSP Marketplace - BFM,Samsung DSP,—,BidSwitch Deal - CTV (Future Samsung Ads),630735620159,0.06
2025-08-01,Open Auction - BFM,MadHive,—,MadHive - CTV - 1st Price (Paramount OA),,2471.57
2025-04-01,DSP Marketplace - BFM,Yahoo DSP,Beachfront Deal Curation,Yahoo Deal - CTV - Invisibly CTV RON,467153424436,2.5
2025-10-01,Open Auction - BFM,—,—,F0037322 LUP GENERICA FOTOS TEXTOS 20s,,0.0
2025-04-01,DSP Marketplace - BFM,JamLoop OpenRTB,BFM Internal,Jamloop Deal - CTV - Frndly - Hallmark - Adjust,205969889099,0.0
2025-11-01,Select - BFM,Quantcast,Infillion Demand,Pulte RON - Display 2,InfPulteRON2,0.0
2025-06-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Curation,Bidswitch Deal - Zeta - CTV - RON (Curation Seat),447383266136,0.0
2025-10-01,Open Auction - BFM,—,—,2510 - MGMPLUS - OCTOBER XCH - MGMP20330-09 - (MOVIES),,120.02
2026-03-01,Open Auction - BFM,Seedtag POC,—,SEEDTAG (DON'T USE),,0.0
2025-09-01,Open Auction - BFM,—,—,F0040121 NFL FS GIANTS VS DALLAS + EAGLES VS CHIEFS DOMINGO 30,,0.0
2025-01-01,DSP Marketplace - BFM,4INFO,—,Cadent_CMDY_(Cable)_PMP_Testv2,928721493235,-0.0
2025-01-01,Open Auction - BFM,Amazon DSP,—,Bidswitch - Desktop [Display],,0.0
2025-01-01,DSP Marketplace - BFM,MadHive,BFM Internal,MadHive - CTV - BET Bundles (Price Targeted),MH39,10.93
2026-03-01,Open Auction - BFM,TheTradeDesk,—,TTD - CTV (UK) ,,783.04
2025-09-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Jaguar/Land Rover Dealership Visitors - Banner,Quoru125,0.0
2025-09-01,Select - BFM,Stirista,Audigent,Audigent & Beachfront - AUD-066529 - Optimum Media - Multiple Brands - CTV ContextualPMP - Fighting US - ctv,Audig1796,0.02
2025-09-01,Select - BFM,Stirista,Audigent,Audigent & Beachfront - AUD-066529 - Optimum Media - Multiple Brands - CTV ContextualPMP - Golf US - ctv,Audig1785,0.0
2025-12-01,Select - BFM,Bidswitch,Infillion Demand,Signet Jewelers | Men's Fashion | Desktop/Mobile,SignetInfilBeachDeskMob,0.0
2025-05-01,Open Auction - BFM,4INFO,—,4INFO Deal - CTV - T1 Indirect - (ID),,0.0
2026-05-01,Open Auction - BFM,Viant,—,0,,0.0
2025-06-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Curation,StackAdapt_Standard Inventory Packages_Beachfront_2025_Food,Beach165,0.0
2025-11-01,DSP Marketplace - BFM,Viant,Beachfront Deal Curation,Magnolia and HGTV - CTV - Viant Deal,738509621475,0.19
2025-12-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Curation,StackAdapt Deal - CTV - News - Political,BFMSA001,863.2
2026-02-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Curation,StackAdapt Deal - CTV - News - Political,BFMSA001,841.37
2026-01-01,Open Auction - BFM,Unruly,—,Unruly Web Display (Desktop Only),,0.0
2025-11-01,Open Auction - BFM,IQM,—,IQM - CTV - Open Auction,,75.98
2025-11-01,DSP Marketplace - BFM,JamLoop OpenRTB,Beachfront Deal Curation,JamLoop Deal - CTV - Live Soccer,789899425708,0.0
2026-03-01,Open Auction - BFM,Infillion,—,Bidswitch - APP Display,,0.82
2025-09-01,DSP Marketplace - BFM,Beeswax,—,Beeswax Deal - CTV - Datafy - Minority Owned,976376076665,2291.34
2025-09-01,Open Auction - BFM,Sharethrough,—,Sharethrough CTV Video,,22308.35
2026-06-01,Open Auction - BFM,Sharethrough,—,Sharethrough InApp Video (Open Auction),,423.46
2025-10-01,Select - BFM,Bidswitch,IRIS,IRIS.TV - OMD - National Guard - Contextual CTV_BFM,IRIS00269,0.0
2025-09-01,DSP Marketplace - BFM,Bidswitch,—,T-Ads_CTV_Beachfront_Spectrum_$23,916223891677,0.0
2025-04-01,Open Auction - BFM,GroundTruth,—,GroundTruth Display,,139.96
2025-04-01,Open Auction - BFM,TheTradeDesk,—,TTD - CTV - March Madness (Tentpole - Deal Library),,0.0
2025-06-01,Select - BFM,TheTradeDesk,IRIS,IRIS.TV - Quantum11 - Potbelly Sentiment CTV_BFM,IRIS00283,185.57
2025-07-01,DSP Marketplace - BFM,TheTradeDesk,Beachfront Deal Curation,TTD Deal - Casual IQ - Diverse Audience Content - CTV - Contextual,396334081756,0.0
2025-05-01,DSP Marketplace - BFM,Epsilon (Conversant),Beachfront Deal Curation,NHL - CTV - Contextual -  Tentpole Deal - Conversant,Beach131,0.22
2025-04-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Migration,Bidswitch Deal - CTV - Roku - MIQ - Hispanic Political Allowed,312894250999,0.0
2026-02-01,Open Auction - BFM,—,—,F0044807 FSR GENÉRICA FRASES 20.mp4,,0.0
2026-01-01,Select - BFM,Bidswitch,QRate,QrateUS_ElSalvador_CTV,QRate30,0.0
2026-04-01,DSP Marketplace - BFM,Epsilon (Conversant),Beachfront Deal Curation,Conversant - Seedtag Q1 Tentpole - SuperBowl  - Contextual CTV,Beach213,0.0
2025-08-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Sonic Visitors - CTV,Quoru82,0.07
2025-07-01,Select - BFM,Viant,IRIS,IRIS.TV - Viant - Healthy Living CTV_BFM,IRIS00318,661.36
2025-12-01,Open Auction - BFM,TheTradeDesk,—,TTD - CTV (LG Ads Only),,2530.02
2025-02-01,Open Auction - BFM,Quantcast,—,Bidswitch - Desktop - 1st Price (HB),,55.45
2026-01-01,Open Auction - BFM,IQM,—,IQM - Display - Open Auction,,0.67
2026-01-01,Open Auction - BFM,Stirista,—,Stirista - MW [Display],,0.35
2026-04-01,DSP Marketplace - BFM,Octillion,Beachfront Deal Migration,Octillion Deal - CTV - Open Auction,747279147174,5.71
2025-12-01,DSP Marketplace - BFM,Stirista,Beachfront Deal Curation,Stirista Deal - DV - CTV RON,298578719382,11327.46
2025-07-01,DSP Marketplace - BFM,Octillion,Beachfront Deal Curation,Octillion Deal - CTV - MSNBC - Channel,621517522384,0.16
2025-03-01,DSP Marketplace - BFM,SimpliFi,Beachfront Deal Curation,Simpli.Fi Deal - CTV - Puerto Costa Mexico CTV,376852766795,0.62
2025-12-01,Open Auction - BFM,Knorex,—,Bidswitch - CTV (AMC),,0.0
2025-06-01,DSP Marketplace - BFM,SimpliFi,Beachfront Deal Curation,Simpli.Fi Deal - CTV - Qwest,453948430116,0.0
2025-01-01,Open Auction - BFM,Adtheorent,—,Ad Theorent - Desktop/MW - 1st Price,,3756.85
2025-01-01,Open Auction - BFM,TheTradeDesk,—,TTD - Inapp Sports Display - (Amazon (Matterkind)),,0.0
2025-01-01,DSP Marketplace - BFM,Viant,—,Viant Deal - CTV - Hearst News,561461569397,30.87
2025-06-01,Open Auction - BFM,Bidswitch,—,Bidswitch Deal - Zeta - CTV - $8 Fixed (Auto) (Bundle Targeting),,0.0
2025-02-01,Select - BFM,TheTradeDesk,Strategus,Strategus - NYSERDA - KSV Agency - CTV + App Deal - Cooking Genre,Strat57,0.82
2026-03-01,DSP Marketplace - BFM,Epsilon (Conversant),Beachfront Deal Curation,Conversant Gambling and Sports Betting Category Targeting - Video/CTV,Beach113,3161.05
2025-04-01,DSP Marketplace - BFM,Epsilon (Conversant),Beachfront Deal Curation,Conversant Deal - CTV - Fox (Exlcuding Fox Sports),581367911451,5.97
2026-04-01,Select - BFM,Viant,IRIS,IRIS.TV - Viant - Capable - Emotional Sentiment CTV_BFM,IRIS00293,209.3
2026-04-01,Select - BFM,Yahoo DSP,Camelot,PMG - LG - Hardees,PMGLGAdsHardees,0.0
2025-09-01,Open Auction - BFM,Adform,—,Bidswitch - MW [Display],,0.0
2025-09-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Arby's Visitors - Banner,Quoru77,0.0
2025-08-01,Open Auction - BFM,OnSpot Data,—,Bidswitch - CTV - 1st Price (Bundle 151908),,3.02
2025-08-01,Open Auction - BFM,—,—,F0033649 LATITUD 25_1 SABÍAS QUE 30SEG v4,,0.0
2025-03-01,Select - BFM,StackAdapt,Mavern Media,Mavern Media & Beachfront- GAS - StackAdapt - Joann's Fabrics - RON - CTV - 20250319,Maver16,17141.05
2026-05-01,Open Auction - BFM,Basis Technologies,—,Centro Display Web,,289.66
2025-05-01,DSP Marketplace - BFM,Octillion,Beachfront Deal Migration,Octillion Deal - CTV - Open Auction,747279147174,8239.49
2026-06-01,DSP Marketplace - BFM,GroundTruth,Beachfront Deal Curation,GroundTruth Sensitive Category Deal - Nicotine - CTV,Beach119,3.81
2025-08-01,DSP Marketplace - BFM,TheTradeDesk,—,TTD Deal - CTV (MIQ Political Allowed),672354224091,0.0
2026-05-01,Open Auction - BFM,Bidswitch,—,Bidswitch - Desktop - 1st Price (HB),,0.0
2026-06-01,Open Auction - BFM,Epsilon (Conversant),—,Conversant - Web - Open Auction - Display,,50.78
2025-03-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Curation,StackAdapt Deal - CTV - FuboTV - Political,363780806613,0.05
2025-04-01,DSP Marketplace - BFM,TheTradeDesk,BFM Internal,TTD Deal - OTT (MiQ Canada RON),768438030501,0.0
2026-01-01,Select - BFM,TheTradeDesk,IRIS,IRIS.TV - Q11 - West Coast College - Nursing Contextual CTV_BFM,IRIS00361,1816.26
2025-09-01,Open Auction - BFM,IPONWEB BidCore,—,Bidswitch - APP,,0.41
2025-12-01,DSP Marketplace - BFM,JamLoop OpenRTB,BFM Internal,Jamloop Deal - CTV - Frndly - MeTV - Adjust,205969889099,10.52
2026-06-01,Open Auction - BFM,TheTradeDesk,—,TTD - MW - 1st Price (HB),,750.34
2026-04-01,Open Auction - BFM,IQM,—,IQM - In-App Video - Open Auction,,0.24
2025-03-01,Open Auction - BFM,DV360,—,Bidswitch - APP Display,,872.6
2025-02-01,Open Auction - BFM,Adtheorent,—,Ad Theorent - Desktop Video (LQPS Audit),,0.93
2025-02-01,DSP Marketplace - BFM,Bidswitch,—,Deal Library - CTV - Women&#039;s History Month (Genre Targeting),BFM041,0.0
2025-07-01,DSP Marketplace - BFM,4INFO,—,Cadent_USA Network_PMP_Testv2,714666065815,-0.0
2025-07-01,Open Auction - BFM,OnSpot Data,—,Bidswitch - Seedtag,,0.03
2025-11-01,Select - BFM,Basis Technologies,AI Digital,LucidX - Beachfront - C0167 - South Shore Bank - CTV - Finance - 103024,AIDig148,99.78
2025-04-01,Open Auction - BFM,Epsilon (Conversant),—,Conversant Future Today CTV (225834),,0.04
2025-05-01,Open Auction - BFM,TheTradeDesk,—,TTD Deal - In Market SUV Subaru - CTV - Omaha Only,,0.0
2025-05-01,Select - BFM,TheTradeDesk,Infillion Demand,Pizza Hut IDV - Additional Supply,InfPHIDV,13.29
2025-08-01,Select - BFM,TheTradeDesk,Chief Media,TTD - Chief Media - CTV - Pub Targeted - Fox,1213870,146.0
2025-08-01,Open Auction - BFM,Krush Media,—,Krush Media Web Video,,441.84
2026-05-01,DSP Marketplace - BFM,GroundTruth,Beachfront Deal Curation,GroundTruth Sensitive Category Deal - Nicotine - CTV,Beach119,0.0
2025-06-01,DSP Marketplace - BFM,IQM,Beachfront Deal Migration,IQM Deal - Local News CTV - Politics Allowed,188589303674,1.2
2025-08-01,Open Auction - BFM,Yahoo DSP,—,Yahoo - In-App,,169.9
2025-10-01,Select - BFM,Viant,IRIS,IRIS.TV - Viant - Pets CTV_BFM,IRIS00295,90.31
2025-03-01,Select - BFM,TheTradeDesk,AI Digital,AI Digital - Beachfront - C0024 - CTV - Gaming - 082323,AIDig107,0.0
2026-04-01,DSP Marketplace - BFM,Octillion,—,Octillion Deal - CTV - Cinedigm,379708306000,137.1
2025-04-01,Select - BFM,Yahoo DSP,Division D,BFMSelect_DivD_Yahoo_AlwaysOn_CTVHolidayShopping2024Q4,Divis5,0.07
2025-08-01,DSP Marketplace - BFM,Inspiritum,—,Bidswitch Deal - Display (Bucksense Allow list),938609448678,0.0
2026-02-01,DSP Marketplace - BFM,TheTradeDesk,—,TTD Deal - Bully Pulpit - Selected CTV,941795873183,81.13
2025-06-01,DSP Marketplace - BFM,TheTradeDesk,—,TTD -CTV - March Madness (HavasEdge),927060038586,0.0
2025-06-01,Open Auction - BFM,OnSpot Data,—,Bidswitch - MW - 1st Price (HB),,0.0
2025-08-01,Open Auction - BFM,GlewedTV,—,Glewed.tv - Indirect Programmatic - $15,,0.0
2025-06-01,DSP Marketplace - BFM,Bidswitch,BFM Internal,Roku Deal - CTV - MiQ (LDA),454058995459,0.0
2026-05-01,Open Auction - BFM,Madopi,—,Bidswitch - CTV (Charter),,0.02
2025-07-01,DSP Marketplace - BFM,TheTradeDesk,Beachfront Deal Curation,TTD Deal - CTV  - Prudential - Genre Only,210053262544,0.0
2025-01-01,DSP Marketplace - BFM,IQM,—,IQM Deal - CTV - Battle States - Florida FL - Politics Allowed (Deal Library),BFM073,0.0
2025-01-01,Open Auction - BFM,SmartyAds,—,SmartyAds - CTV (Paramount),,609.05
2025-01-01,Select - BFM,TheTradeDesk,Mavern Media,Mavern Media & Beachfront - MJA - TTD - Multiple - Live Sports - CTV - 20250306,Maver15,0.0
2026-04-01,Open Auction - BFM,Lemma DSP,—,Lemma DSP CTV Ad (COPPA),,0.01
2025-02-01,Select - BFM,Bidswitch,IRIS,IRIS.TV - PMG Orvis - Mens Contextual CTV_BFM,IRIS00277,0.0
2025-02-01,Select - BFM,TheTradeDesk,Aki,Aki Deal - CTV - Daytime TV,Aki6,0.0
