quarter,connection_type,business_line,product_category,dsp_group_name,channel_id,rev_gross,impressions
2026-01-01,Direct,Open Auction - BFM,CTV,Walmart,Walmart,7588.35,1662204
2026-04-01,Direct,Open Auction - BFM,CTV,LoopMe,LoopMe,7570.95,1096982
2025-07-01,BidSwitch,Select - BFM,Display,DV360,DV360,7444.7,1530074
2025-07-01,Direct,Open Auction - BFM,Display,Adtheorent,Adtheorent,7338.16,3207533
2026-07-01,Direct,DSP Marketplace - BFM,CTV,Beeswax,Beeswax,7296.89,1111734
2025-01-01,Direct,Open Auction - BFM,Display,Conversant,Epsilon (Conversant),7182.51,4983686
2025-01-01,Direct,Open Auction - BFM,CTV,Walmart,Walmart,7114.65,798434
2026-01-01,Direct,PMP Web - O&O,Native,RtbHouse,RtbHouse,7073.42,2052305
2026-04-01,Direct,PMP CTV - O&O,CTV,Walmart,Walmart,6946.79,304777
2026-01-01,Direct,Open Auction - Seedtag,Online Video,Beeswax,Beeswax,6922.91,5699826
2025-10-01,Direct,Open Auction - BFM,CTV,Demandbase,Demandbase,6916.53,798102
2026-07-01,Direct,Open Auction - Seedtag,Display,Beeswax,Beeswax,6803.0,1595038
2025-10-01,Direct,Open Auction - Seedtag,Online Video,Opera,Opera,6712.09,6422493
2025-07-01,Direct,DSP Marketplace - BFM,CTV,Xandr,AppNexus,6697.96,634335
2026-01-01,Direct,Open Auction - Seedtag,Online Video,Illumin,Illumin,6345.15,3604717
2026-01-01,Direct,Select - BFM,CTV,JamLoop OpenRTB,JamLoop OpenRTB,6332.75,624420
2025-04-01,Direct,PMP CTV - O&O,CTV,Xandr,AppNexus,6302.86,295944
2026-01-01,Direct,Open Auction - BFM,Display,Basis Technologies,Basis Technologies,6274.75,4652168
2025-04-01,Direct,PMP CTV - O&O,CTV,Amobee,Amobee,6146.99,342251
2026-01-01,Direct,Open Auction - BFM,CTV,Octillion,Octillion,6141.13,287746
2026-01-01,Direct,Open Auction - Seedtag,Display,Beeswax,Beeswax,6110.53,2972456
2025-07-01,Direct,DSP Marketplace - BFM,CTV,Yahoo DSP,Yahoo DSP,6084.62,392925
2026-01-01,BidSwitch,Open Auction - BFM,CTV,Quantcast,Quantcast,6016.61,11762680
2026-01-01,Direct,DSP Marketplace - BFM,CTV,Stirista,Stirista,6007.03,591066
2025-04-01,BidSwitch,Select - BFM,CTV,DV360,DV360,5974.76,1310358
2026-01-01,Direct,PMP CTV - O&O,CTV,Amobee,Amobee,5969.4,262508
2025-10-01,BidSwitch,Open Auction - Seedtag,Online Video,Sportradar,Sportradar,5906.79,19919342
2025-04-01,Direct,Open Auction - Seedtag,Online Video,MSAN,AppNexus,5858.26,26873634
2025-04-01,BidSwitch,PMP CTV - O&O,CTV,Amazon DSP,Amazon DSP,5802.6,2027860
2026-04-01,Direct,Open Auction - Seedtag,Online Video,Beeswax,Beeswax,5791.07,5597597
2026-07-01,BidSwitch,Open Auction - BFM,CTV,Zeta DSP,Zeta DSP,5766.89,297380
2026-04-01,Direct,DSP Marketplace - BFM,CTV,DeepIntent,DeepIntent,5736.29,719007
2026-07-01,Direct,Select - BFM,CTV,JamLoop OpenRTB,JamLoop OpenRTB,5717.6,536114
2025-10-01,BidSwitch,PMP CTV - O&O,CTV,IPONWEB BidCore,IPONWEB BidCore,5605.07,329220
2026-01-01,Direct,Open Auction - BFM,Display,Viant,Viant,5604.76,6311377
2026-04-01,Direct,Open Auction - BFM,CTV,SmartyAds,SmartyAds,5495.94,470696
2026-07-01,Direct,Open Auction - BFM,CTV,DBM,DBM,5449.61,759122
2025-01-01,Direct,PMP CTV - O&O,CTV,StackAdapt,StackAdapt,5411.77,163454
2025-01-01,Direct,PMP CTV - O&O,CTV,Xandr,AppNexus,5393.6,225329
2025-07-01,Direct,PMP Web - O&O,Native,RtbHouse,RtbHouse,5370.97,1690724
2026-01-01,BidSwitch,PMP Web - O&O,Online Video,DV360,DBM,5253.46,1107639
2026-04-01,Direct,DSP Marketplace - BFM,CTV,Walmart,Walmart,5074.41,514544
2026-07-01,Direct,Open Auction - Seedtag,Online Video,Xandr,AppNexus,5055.54,5575941
2025-01-01,Direct,Open Auction - Seedtag,Online Video,Opera,Opera,5053.54,
2025-04-01,Direct,Open Auction - BFM,Display,SmartyAds,SmartyAds,4983.79,3068526
2026-07-01,Direct,Open Auction - BFM,CTV,DSP Not Found,Other,4924.03,1212567
2026-04-01,BidSwitch,Select - BFM,CTV,DV360,DV360,4883.45,662991
2026-04-01,Direct,Open Auction - BFM,Display,Viant,Viant,4854.34,4846914
2025-07-01,BidSwitch,Open Auction - BFM,CTV,Infillion,Infillion,4816.86,1033181
2026-04-01,BidSwitch,Open Auction - Seedtag,Online Video,Sportradar,Sportradar,4802.08,12151738
2026-04-01,BidSwitch,Open Auction - BFM,CTV,OnSpot Data,OnSpot Data,4793.57,528371
2025-07-01,Direct,Open Auction - BFM,Display,Conversant,Epsilon (Conversant),4697.38,4072067
2025-01-01,Direct,Select - BFM,CTV,SundaySky,SundaySky,4681.28,1405373
2025-04-01,Direct,Open Auction - BFM,CTV,535Media,535Media,4651.16,287806
2025-01-01,Direct,DSP Marketplace - BFM,CTV,Conversant,Epsilon (Conversant),4570.4,423915
2025-10-01,BidSwitch,Open Auction - Seedtag,Online Video,StackAdapt,StackAdapt,4502.29,3628794
2025-04-01,Direct,PMP Web - O&O,Display,RtbHouse,RtbHouse,4498.13,547903
2025-07-01,Direct,PMP CTV - O&O,CTV,StackAdapt,StackAdapt,4474.67,427614
2025-10-01,Direct,Select - BFM,CTV,JamLoop OpenRTB,JamLoop OpenRTB,4327.67,435332
2026-04-01,Direct,Open Auction - BFM,Display,Yahoo DSP,Yahoo DSP,4315.4,4109996
2026-07-01,Direct,DSP Marketplace - BFM,CTV,JamLoop OpenRTB,JamLoop OpenRTB,4283.33,425564
2025-07-01,BidSwitch,Open Auction - BFM,Display,DV360,DV360,4274.08,986895
2026-07-01,Direct,Open Auction - Seedtag,Online Video,MSAN,AppNexus,4074.57,6157666
2025-04-01,Direct,Open Auction - BFM,Display,Conversant,Epsilon (Conversant),4058.18,3119234
2026-01-01,Direct,Select - BFM,CTV,Basis Technologies,Basis Technologies,4029.76,294366
2025-10-01,Direct,Open Auction - BFM,CTV,Octillion,Octillion,4029.29,183370
2025-07-01,Direct,Select - BFM,CTV,JamLoop OpenRTB,JamLoop OpenRTB,3970.77,396826
2025-07-01,Direct,Open Auction - BFM,Display,SmartyAds,SmartyAds,3956.66,1891214
2025-01-01,Direct,Open Auction - BFM,Display,Amobee,Amobee,3933.28,3527903
2026-04-01,Direct,Open Auction - BFM,CTV,Demandbase,Demandbase,3857.77,420244
2026-01-01,BidSwitch,Open Auction - Seedtag,Online Video,StackAdapt,StackAdapt,3834.77,3432871
2025-07-01,Direct,Open Auction - Seedtag,Native,Nexxen,Nexxen,3822.0,21595769
2026-07-01,Direct,PMP Web - O&O,Display,StackAdapt,StackAdaptDSP,3785.39,869700
2025-07-01,Direct,Open Auction - Seedtag,Online Video,Opera,Opera,3778.1,2213866
2025-01-01,Direct,DSP Marketplace - BFM,CTV,DeepIntent,DeepIntent,3625.31,192132
2025-07-01,Direct,Open Auction - BFM,CTV,Krush Media,Krush Media,3586.6,888372
2025-01-01,Direct,Open Auction - BFM,Display,SmartyAds,SmartyAds,3507.22,1781059
2026-04-01,Direct,Open Auction - BFM,CTV,Octillion,Octillion,3501.23,191435
2026-04-01,Direct,PMP - Curation,Online Video,TheTradeDesk,TheTradeDesk,3492.27,1269236
2025-07-01,Direct,DSP Marketplace - BFM,CTV,DeepIntent,DeepIntent,3491.79,298762
2025-01-01,BidSwitch,Open Auction - BFM,CTV,OnSpot Data,OnSpot Data,3483.79,284545
2026-07-01,BidSwitch,DSP Marketplace - BFM,CTV,DV360,DV360,3423.43,291414
2025-07-01,BidSwitch,Open Auction - Seedtag,Online Video,StackAdapt,StackAdapt,3385.81,1135345
2025-07-01,BidSwitch,Open Auction - BFM,CTV,IPONWEB BidCore,IPONWEB BidCore,3301.1,460293
2026-04-01,Direct,Open Auction - BFM,CTV,GroundTruth,GroundTruth,3288.01,1185728
2025-01-01,BidSwitch,Open Auction - BFM,CTV,Amazon DSP,Amazon DSP,3272.66,2330792
2025-01-01,Direct,DSP Marketplace - BFM,CTV,Adtelligent,Adtelligent,3263.84,163192
2026-04-01,Direct,DSP Marketplace - BFM,CTV,LoopMe,LoopMe,3094.63,183692
2025-10-01,Direct,PMP CTV - O&O,CTV,Basis Technologies,Basis Technologies,3010.32,166204
2026-01-01,Direct,DSP Marketplace - BFM,CTV,Walmart,Walmart,3010.21,259262
2026-04-01,Direct,Open Auction - BFM,Display,Basis Technologies,Basis Technologies,2970.19,3380325
2025-10-01,Direct,Open Auction - BFM,Display,Walmart,Walmart,2946.51,12056282
2025-01-01,Direct,Select - BFM,CTV,BidSwitch,Bidswitch,2901.62,194359
2026-04-01,BidSwitch,Open Auction - Seedtag,Display,AdMixerBidswitch,AdMixerBidswitch,2892.92,112547826
2026-07-01,BidSwitch,Open Auction - Seedtag,Native,Madopi,Madopi,2826.84,15838009
2025-01-01,Direct,Open Auction - BFM,CTV,535Media,535Media,2740.25,158364
2025-01-01,Direct,DSP Marketplace - BFM,CTV,Walmart,Walmart,2731.65,202661
2026-01-01,BidSwitch,Select - BFM,CTV,DV360,DV360,2724.36,380474
2026-01-01,Direct,DSP Marketplace - BFM,CTV,Marketing Architects,Marketing Architects -RTB,2707.57,386684
2025-04-01,Direct,DSP Marketplace - BFM,CTV,DeepIntent,DeepIntent,2677.42,229170
2025-04-01,BidSwitch,Open Auction - BFM,CTV,OnSpot Data,OnSpot Data,2638.03,352256
2025-10-01,Direct,Open Auction - BFM,CTV,Krush Media,Krush Media,2611.17,1250555
2026-01-01,Direct,Open Auction - BFM,CTV,GroundTruth,GroundTruth,2610.12,1001659
2025-01-01,Direct,Open Auction - BFM,CTV,Krush Media,Krush Media,2574.01,832303
2026-04-01,Direct,Select - BFM,CTV,Walmart,Walmart,2570.81,231004
2025-10-01,Direct,Select - BFM,CTV,Basis Technologies,Basis Technologies,2555.49,166425
2025-04-01,Direct,DSP Marketplace - BFM,CTV,Xandr,AppNexus,2553.96,254448
2026-01-01,BidSwitch,Open Auction - Seedtag,Display,AdMixerBidswitch,AdMixerBidswitch,2520.83,123281994
2026-04-01,Direct,PMP Web - O&O,Display,StackAdapt,StackAdaptDSP,2432.39,442772
2025-10-01,Direct,Open Auction - BFM,Display,Conversant,Epsilon (Conversant),2416.08,1650744
2026-07-01,BidSwitch,PMP - Curation,Display,DV360,DBM,2411.29,1437610
2026-01-01,Direct,Open Auction - BFM,CTV,Demandbase,Demandbase,2386.18,292720
2026-04-01,Direct,Open Auction - BFM,CTV,Walmart,Walmart,2351.8,276585
2026-01-01,Direct,DSP Marketplace - BFM,CTV,LoopMe,LoopMe,2330.09,132382
2025-04-01,Direct,Open Auction - BFM,CTV,Krush Media,Krush Media,2315.59,516325
2026-01-01,Direct,Open Auction - BFM,Display,Conversant,Epsilon (Conversant),2282.32,1923770
2025-01-01,Direct,PMP CTV - O&O,CTV,Amobee,Amobee,2280.1,551831
2025-10-01,Direct,Open Auction - BFM,CTV,Walmart,Walmart,2232.31,431335
2025-04-01,Direct,Select - BFM,CTV,Basis Technologies,Basis Technologies,2177.26,155210
2026-04-01,Direct,Select - BFM,CTV,Basis Technologies,Basis Technologies,2165.95,186658
2026-01-01,Direct,Open Auction - BFM,CTV,SmartyAds,SmartyAds,2147.88,445006
2026-07-01,Direct,Open Auction - BFM,Display,Yahoo DSP,Yahoo DSP,2145.07,1886709
2025-04-01,Direct,Open Auction - BFM,CTV,Storygize,Storygize,2129.76,1786851
2025-01-01,BidSwitch,Open Auction - Seedtag,Online Video,Sportradar,Sportradar,2110.82,
2025-10-01,BidSwitch,Open Auction - BFM,CTV,IPONWEB BidCore,IPONWEB BidCore,2110.61,548372
2026-07-01,Direct,DSP Marketplace - BFM,CTV,Adtelligent,Adtelligent,2106.56,226375
2025-10-01,Direct,PMP Web - O&O,Display,Xandr,AppNexus,2100.0,920341
2025-01-01,Direct,Open Auction - BFM,Display,GroundTruth,GroundTruth,2094.19,1175199
2025-04-01,Direct,Open Auction - BFM,CTV,4INFO,4INFO,2019.67,354231
2025-07-01,Direct,Select - BFM,Display,TheTradeDesk,TheTradeDesk,2017.38,1044971
2026-07-01,Direct,Open Auction - BFM,Display,Viant,Viant,1991.11,2404136
2025-10-01,BidSwitch,Open Auction - BFM,CTV,Knorex,Knorex,1982.83,1219736
2026-04-01,Direct,PMP Web - O&O,Online Video,Viant,Viant,1961.63,260919
2025-01-01,BidSwitch,DSP Marketplace - BFM,CTV,DV360,DV360,1949.47,179604
2026-01-01,BidSwitch,Open Auction - BFM,CTV,Infillion,Infillion,1914.77,294663
2025-01-01,Direct,PMP Web - O&O,Display,RtbHouse,RtbHouse,1886.38,
2025-10-01,Direct,DSP Marketplace - BFM,CTV,Xandr,AppNexus,1880.48,130918
2025-10-01,Direct,Open Auction - BFM,Display,Adtheorent,Adtheorent,1828.48,1047756
2026-07-01,Direct,Open Auction - BFM,CTV,Marketing Architects,Marketing Architects -RTB,1819.35,429238
2026-07-01,Direct,Open Auction - BFM,CTV,SmartyAds,SmartyAds,1736.89,263323
2026-04-01,Direct,Open Auction - BFM,Display,Walmart,Walmart,1723.79,8517140
2026-04-01,Direct,DSP Marketplace - BFM,CTV,Marketing Architects,Marketing Architects -RTB,1712.75,252100
2025-07-01,BidSwitch,PMP Web - O&O,Display,Sportradar,Sportradar,1676.03,128084
2026-01-01,Direct,PMP Web - O&O,Online Video,Xandr,AppNexus,1658.58,233755
2025-10-01,Direct,Open Auction - BFM,Display,SimpliFi,SimpliFi,1647.29,1499900
2025-01-01,Direct,Open Auction - BFM,Display,Walmart,Walmart,1612.53,1350814
2026-07-01,Direct,DSP Marketplace - BFM,CTV,Amobee,Amobee,1605.09,98678
2026-01-01,Direct,Open Auction - BFM,CTV,DeepIntent,DeepIntent,1598.01,127667
2026-04-01,Direct,PMP - Curation,Display,TheTradeDesk,TheTradeDesk,1553.42,2211098
2026-07-01,Direct,Select - BFM,CTV,Basis Technologies,Basis Technologies,1528.91,155299
2025-10-01,Direct,Open Auction - BFM,CTV,DeepIntent,DeepIntent,1522.6,104646
2025-04-01,BidSwitch,PMP CTV - O&O,CTV,IPONWEB BidCore,IPONWEB BidCore,1494.44,50991
2026-04-01,Direct,Open Auction - Seedtag,Online Video,DeepIntent,DeepIntent,1471.43,530380
2026-07-01,Direct,Open Auction - BFM,CTV,Walmart,Walmart,1458.81,194361
2026-01-01,Direct,Open Auction - BFM,CTV,SundaySky,SundaySky,1446.94,239838
2025-04-01,Direct,DSP Marketplace - BFM,CTV,Walmart,Walmart,1427.47,103899
2026-04-01,Direct,Open Auction - BFM,Display,Conversant,Epsilon (Conversant),1407.76,1211546
2025-07-01,Direct,Open Auction - BFM,CTV,Seedtag,Seedtag,1405.73,103376
2025-04-01,Direct,DSP Marketplace - BFM,CTV,Adtelligent,Adtelligent,1395.74,69787
2026-01-01,Direct,PMP Web - O&O,Display,StackAdapt,StackAdaptDSP,1394.9,218226
2025-04-01,Direct,Open Auction - BFM,CTV,Demandbase,Demandbase,1365.43,140266
2025-01-01,Direct,DSP Marketplace - BFM,CTV,Stirista,Stirista,1355.19,96566
2025-07-01,BidSwitch,Open Auction - BFM,CTV,OnSpot Data,OnSpot Data,1314.06,112646
2025-07-01,Direct,Open Auction - BFM,CTV,Demandbase,Demandbase,1285.82,156202
2025-10-01,BidSwitch,Open Auction - BFM,CTV,OnSpot Data,OnSpot Data,1284.49,117615
2026-07-01,Direct,Open Auction - BFM,CTV,Conversant,Epsilon (Conversant),1278.4,162958
2026-07-01,BidSwitch,Open Auction - Seedtag,Display,AdMixerBidswitch,AdMixerBidswitch,1267.31,49159121
2026-04-01,Direct,PMP Web - O&O,Display,RtbHouse,RtbHouse,1230.2,842762
2026-01-01,Direct,Open Auction - BFM,Display,Walmart,Walmart,1198.34,6042676
2026-01-01,BidSwitch,PMP CTV - O&O,CTV,Amazon DSP,Amazon DSP,1135.6,664107
2026-01-01,BidSwitch,DSP Marketplace - BFM,CTV,Infillion,Infillion,1124.92,199898
2025-04-01,Direct,Open Auction - BFM,Display,Amobee,Amobee,1124.71,1047451
2025-10-01,Direct,DSP Marketplace - BFM,CTV,SmartyAds,SmartyAds,1114.83,156687
2025-04-01,Direct,Open Auction - Seedtag,Native,MSAN,AppNexus,1110.2,9003346
2025-01-01,Direct,DSP Marketplace - BFM,CTV,Xandr,AppNexus,1109.51,55995
2025-07-01,BidSwitch,DSP Marketplace - BFM,CTV,DV360,DV360,1102.4,65113
2026-04-01,Direct,Open Auction - BFM,CTV,DBM,DBM,1094.53,123956
2025-04-01,BidSwitch,Open Auction - BFM,CTV,IPONWEB BidCore,IPONWEB BidCore,1088.6,237060
2025-07-01,Direct,PMP CTV - O&O,CTV,Xandr,AppNexus,1050.53,64034
2026-01-01,BidSwitch,Open Auction - Seedtag,Online Video,Amazon DSP,AmazonBidswitch,1047.9,1276693
2026-01-01,BidSwitch,Select - BFM,Display,DV360,DV360,1039.86,142445
2026-01-01,Direct,Open Auction - BFM,Display,Yahoo DSP,Yahoo DSP,1029.06,1055516
2025-07-01,Direct,Open Auction - BFM,CTV,Octillion,Octillion,1014.84,69350
2026-04-01,BidSwitch,Open Auction - Seedtag,Online Video,Madopi,Madopi,1007.04,964728
2026-07-01,Direct,Open Auction - BFM,CTV,GroundTruth,GroundTruth,999.74,107083
2026-04-01,Direct,Open Auction - Seedtag,Online Video,Opera,Opera,998.05,2157169
2025-07-01,Direct,Select - BFM,CTV,Basis Technologies,Basis Technologies,990.35,58362
2026-07-01,BidSwitch,Open Auction - Seedtag,Display,Madopi,Madopi,987.84,4676580
2025-10-01,Direct,Open Auction - BFM,CTV,4INFO,4INFO,976.84,117810
2025-10-01,Direct,PMP Web - O&O,Native,TheTradeDesk,TheTradeDesk,965.42,893908
2026-07-01,Direct,Open Auction - BFM,Display,Basis Technologies,Basis Technologies,958.08,1100524
2026-07-01,Direct,Select - BFM,CTV,Walmart,Walmart,952.71,93391
2026-07-01,BidSwitch,Open Auction - BFM,Display,DV360,DV360,914.38,693013
2025-04-01,Direct,Open Auction - BFM,CTV,Octillion,Octillion,862.48,75173
2025-01-01,Direct,Select - BFM,CTV,Basis Technologies,Basis Technologies,855.3,55799
2026-07-01,BidSwitch,DSP Marketplace - BFM,CTV,Zeta DSP,Zeta DSP,843.83,66704
2026-07-01,Direct,DSP Marketplace - BFM,CTV,DeepIntent,DeepIntent,841.8,65287
2025-07-01,Direct,PMP CTV - O&O,CTV,Amobee,Amobee,840.95,47260
2026-04-01,BidSwitch,Open Auction - BFM,CTV,Infillion,Infillion,829.61,122923
2026-07-01,Direct,Open Auction - BFM,CTV,Demandbase,Demandbase,826.94,105705
2025-01-01,Direct,Open Auction - BFM,CTV,Unruly,Unruly,818.89,237941
2026-04-01,BidSwitch,Open Auction - BFM,CTV,Knorex,Knorex,813.37,48465
2025-04-01,Direct,PMP Web - O&O,Native,RtbHouse,RtbHouse,807.76,195018
2026-07-01,BidSwitch,Open Auction - BFM,CTV,Amazon DSP,Amazon DSP,803.89,78417
2025-01-01,Direct,DSP Marketplace - BFM,CTV,IQM,IQM,794.32,21132
2025-07-01,Direct,PMP Web - O&O,Native,TheTradeDesk,TheTradeDesk,790.58,731908
2025-01-01,Direct,Open Auction - BFM,CTV,Octillion,Octillion,784.16,58779
2026-04-01,Direct,DSP Marketplace - BFM,CTV,Stirista,Stirista,778.5,238822
2025-04-01,BidSwitch,Open Auction - Seedtag,Online Video,Sportradar,Sportradar,759.04,42943
2026-07-01,Direct,Open Auction - BFM,CTV,DeepIntent,DeepIntent,704.54,59889
2026-01-01,Direct,Open Auction - Seedtag,Online Video,Opera,Opera,680.12,1746018
2025-01-01,Direct,Select - BFM,CTV,JamLoop OpenRTB,JamLoop OpenRTB,666.74,49775
2025-07-01,Direct,Open Auction - BFM,CTV,535Media,535Media,644.87,35841
2026-04-01,Direct,DSP Marketplace - BFM,CTV,Adtelligent,Adtelligent,618.61,68466
2026-01-01,BidSwitch,Open Auction - BFM,CTV,Knorex,Knorex,615.69,48037
2026-07-01,Direct,PMP - Curation,Native,RtbHouse,RtbHouse,614.73,2388371
2026-01-01,BidSwitch,Open Auction - Seedtag,Native,Madopi,Madopi,606.0,4900203
2025-04-01,Direct,DSP Marketplace - BFM,Display,GroundTruth,GroundTruth,591.12,180952
2025-07-01,BidSwitch,Open Auction - BFM,CTV,Samsung DSP,Samsung DSP,568.45,58011
2026-04-01,BidSwitch,Open Auction - BFM,Display,DV360,DV360,567.09,437408
2026-07-01,Direct,Select - BFM,CTV,Viant,Viant,566.01,25684
2026-07-01,Direct,Open Auction - Seedtag,Online Video,DeepIntent,DeepIntent,553.13,190428
2025-10-01,Direct,Select - BFM,CTV,SundaySky,SundaySky,542.03,178554
2026-07-01,Direct,Open Auction - Seedtag,Online Video,Opera,Opera,540.99,1992607
2026-01-01,Direct,Open Auction - BFM,Display,Adtheorent,Adtheorent,500.17,338312
2025-10-01,BidSwitch,Open Auction - BFM,CTV,Streamworx Lda.,Streamworx Lda.,499.4,41673
2026-07-01,Direct,Open Auction - BFM,Display,Walmart,Walmart,493.63,2442160
2026-07-01,Direct,Open Auction - BFM,Display,Conversant,Epsilon (Conversant),491.37,796470
2026-01-01,Direct,DSP Marketplace - BFM,CTV,Amobee,Amobee,486.86,40252
2026-07-01,Direct,Open Auction - BFM,CTV,Lemma DSP,Lemma DSP,486.37,190943
2026-01-01,BidSwitch,Open Auction - BFM,CTV,OnSpot Data,OnSpot Data,485.73,66166
2026-04-01,Direct,Open Auction - BFM,Display,Adtheorent,Adtheorent,461.36,402185
2025-07-01,Direct,DSP Marketplace - BFM,CTV,Walmart,Walmart,456.68,39714
2025-01-01,Direct,Open Auction - BFM,CTV,Metax,Metax,435.53,43229
2025-01-01,Direct,Open Auction - BFM,CTV,The Media Sense,The Media Sense,430.26,42077
2026-07-01,Direct,Open Auction - Seedtag,Online Video,Beeswax,Beeswax,428.34,76932
2026-01-01,BidSwitch,Open Auction - Seedtag,Display,Madopi,Madopi,419.21,1428869
2025-04-01,BidSwitch,Open Auction - BFM,CTV,Quantcast,Quantcast,418.74,928255
2025-10-01,Direct,Open Auction - BFM,Display,SmartyAds,SmartyAds,410.05,375093
2025-07-01,BidSwitch,Open Auction - Seedtag,Online Video,Sportradar,Sportradar,402.62,129123
2025-10-01,Direct,Open Auction - BFM,CTV,Metax,Metax,401.85,39702
2025-07-01,BidSwitch,Open Auction - BFM,CTV,Streamworx Lda.,Streamworx Lda.,401.25,25481
2025-07-01,Direct,Open Auction - BFM,Display,Beeswax,Beeswax,393.52,287137
2026-07-01,BidSwitch,Open Auction - Seedtag,Online Video,Sportradar,Sportradar,391.21,833682
2026-04-01,BidSwitch,Open Auction - Seedtag,Online Video,StackAdapt,StackAdapt,389.93,397435
2025-07-01,Direct,Open Auction - BFM,Display,Yahoo DSP,Yahoo DSP,374.68,340150
2026-01-01,Direct,Open Auction - BFM,CTV,Krush Media,Krush Media,373.41,107575
2025-01-01,Direct,Open Auction - BFM,CTV,BidSwitch,Bidswitch,369.22,102492
2025-04-01,BidSwitch,DSP Marketplace - BFM,CTV,DV360,DV360,360.51,31404
2026-04-01,BidSwitch,Open Auction - BFM,CTV,Amazon DSP,Amazon DSP,358.53,440999
2025-01-01,Direct,Open Auction - BFM,Display,IQM,IQM,351.72,175179
2025-01-01,Direct,Open Auction - BFM,CTV,IQM,IQM,344.81,60271
2026-07-01,Direct,PMP - Curation,Online Video,RtbHouse,RtbHouse,344.25,128306
2026-04-01,Direct,Open Auction - BFM,CTV,Seedtag POC,Seedtag POC,341.24,31556
2026-04-01,Direct,DSP Marketplace - BFM,CTV,Amobee,Amobee,332.62,18569
2025-04-01,Direct,Select - BFM,CTV,Xandr,AppNexus,328.17,12033
2025-01-01,BidSwitch,Open Auction - BFM,CTV,Samsung DSP,Samsung DSP,314.79,46234
2026-07-01,BidSwitch,Open Auction - BFM,CTV,Infillion,Infillion,302.11,41942
2025-01-01,Direct,DSP Marketplace - BFM,Display,Aceex,Aceex,300.19,96355
2026-01-01,Direct,Open Auction - BFM,CTV,IQM,IQM,299.09,20467
2026-04-01,Direct,Open Auction - BFM,CTV,IQM,IQM,297.43,29038
2026-07-01,Direct,DSP Marketplace - BFM,CTV,Marketing Architects,Marketing Architects -RTB,295.55,52049
2026-04-01,BidSwitch,PMP - Curation,Display,DV360,DBM,292.41,2047762
2025-07-01,Direct,Open Auction - BFM,CTV,Storygize,Storygize,290.35,242369
2025-04-01,Direct,PMP Web - O&O,Native,TheTradeDesk,TheTradeDesk,290.3,270528
2025-10-01,BidSwitch,Open Auction - Seedtag,Display,AdMixerBidswitch,AdMixerBidswitch,289.04,6937023
2026-01-01,BidSwitch,Open Auction - BFM,CTV,Madopi,Madopi,284.47,445155
2025-01-01,Direct,Select - BFM,CTV,IQM,IQM,280.83,19635
2025-04-01,BidSwitch,Open Auction - BFM,CTV,Samsung DSP,Samsung DSP,278.53,31727
2026-07-01,Direct,DSP Marketplace - BFM,CTV,SmartyAds,SmartyAds,275.9,48325
2026-01-01,BidSwitch,Open Auction - BFM,Display,DV360,DV360,267.3,133967
2026-04-01,Direct,PMP Web - O&O,Native,RtbHouse,RtbHouse,258.64,318376
2025-10-01,Direct,Open Auction - BFM,CTV,Cepia,Cepia,258.52,258426
2025-01-01,Direct,DSP Marketplace - BFM,CTV,Unruly,Unruly,257.05,134485
2026-01-01,Direct,Open Auction - BFM,Display,SmartyAds,SmartyAds,256.01,291934
2026-07-01,BidSwitch,PMP CTV - O&O,CTV,Amazon DSP,Amazon DSP,253.99,15526
2026-01-01,Direct,Select - BFM,CTV,SundaySky,SundaySky,248.46,94053
2025-10-01,Direct,Open Auction - BFM,CTV,IQM,IQM,245.03,21252
2025-10-01,Direct,DSP Marketplace - BFM,CTV,Walmart,Walmart,237.17,19066
2025-10-01,Direct,PMP Web - O&O,Online Video,RtbHouse,RtbHouse,234.0,35912
2025-04-01,Direct,DSP Marketplace - BFM,CTV,Aceex,Aceex,233.06,14888
2025-01-01,Direct,Select - BFM,CTV,SimpliFi,SimpliFi,228.66,14844
2025-01-01,Direct,DSP Marketplace - BFM,Display,GroundTruth,GroundTruth,222.36,71781
2025-01-01,Direct,Open Auction - BFM,CTV,DeepIntent,DeepIntent,220.64,55899
2026-07-01,BidSwitch,Open Auction - BFM,CTV,OnSpot Data,OnSpot Data,215.68,28309
2025-04-01,Direct,Select - BFM,CTV,Beeswax,Beeswax,211.7,13747
2025-01-01,BidSwitch,Open Auction - BFM,CTV,Streamworx Lda.,Streamworx Lda.,210.18,19578
2026-01-01,BidSwitch,Open Auction - BFM,CTV,IPONWEB BidCore,IPONWEB BidCore,210.16,23950
2026-01-01,Direct,DSP Marketplace - BFM,CTV,SmartyAds,SmartyAds,209.92,34637
2025-04-01,Direct,Open Auction - BFM,Display,GroundTruth,GroundTruth,209.91,135004
2025-10-01,BidSwitch,Select - BFM,Display,DV360,DV360,207.61,23934
2025-10-01,Direct,PMP CTV - O&O,CTV,Xandr,AppNexus,203.67,9419
2025-07-01,Direct,Open Auction - BFM,CTV,DeepIntent,DeepIntent,203.56,17271
2025-10-01,Direct,PMP Web - O&O,Online Video,Xandr,AppNexus,197.46,23052
2026-04-01,Direct,Open Auction - BFM,CTV,DeepIntent,DeepIntent,192.78,17061
2026-01-01,Direct,PMP Web - O&O,Display,Xandr,AppNexus,189.36,37377
2025-07-01,BidSwitch,Open Auction - BFM,CTV,Knorex,Knorex,186.68,21694
